1000;1;32;98.10499125400383
1000;5;32;5.853862714997376
1000;10;32;4.339902391999203
1000;20;32;4.1324191270032316
1000;55;32;4.140979593001248
1000;150;32;4.377457319998939
1000;400;32;4.7646590400036075
1000;1;32;100.25349399600236
1000;5;32;6.254230910999468
1000;10;32;4.326923102002183
1000;20;32;4.0755921119998675
1000;55;32;4.03377457500028
1000;150;32;4.233205664000707
1000;400;32;4.9183855910014245
1000;1;32;93.22981423199963
1000;5;32;6.2510432100025355
1000;10;32;4.703947065005195
1000;20;32;4.15891390699835
1000;55;32;4.045424987001752
1000;150;32;4.135712349998357
1000;400;32;5.287030098996183
850;1;24;68.36980604800192
850;1;24;68.22853970600409
850;1;24;67.52291178100131
850;2;24;18.563182441001118
850;2;24;18.965487037996354
850;2;24;19.45684881699708
850;3;24;8.90226627499942
850;3;24;9.166388090998225
850;3;24;9.084374671998376
850;4;24;5.836040706002677
850;4;24;5.661474588996498
850;4;24;5.699658178004029
850;5;24;4.265368280000985
850;5;24;4.295448482000211
850;5;24;4.315915129001951
850;6;24;3.8144573949975893
850;6;24;3.755937431997154
850;6;24;3.890502951995586
850;7;24;3.5955072959986865
850;7;24;3.6645755499994266
850;7;24;3.8749791070003994
850;8;24;3.5892650419991696
850;8;24;3.523248195000633
850;8;24;3.4858288190007443
850;9;24;3.3628950950005674
850;9;24;3.4278257789992495
850;9;24;3.4678526679999777
850;10;24;3.2920519420003984
850;10;24;3.271098561002873
850;10;24;3.2853620589958155
850;11;24;3.2104672600034974
850;11;24;3.2673799699987285
850;11;24;3.345104343999992
850;12;24;3.190475545998197
850;12;24;3.253204460001143
850;12;24;3.319751631002873
850;13;24;3.5132877899959567
850;13;24;3.2587333109986503
850;13;24;3.294477392999397
850;14;24;3.190697933998308
850;14;24;3.246727978999843
850;14;24;3.212458866997622
850;15;24;3.1899860670018825
850;15;24;3.24797054699593
850;15;24;3.169544477997988
850;16;24;3.1637748629946145
850;16;24;3.045044179998513
850;16;24;3.0759014840004966
850;17;24;3.0469345829988015
850;17;24;3.1335609829984605
850;17;24;3.1244261739993817
850;18;24;3.066939784002898
850;18;24;3.279801265001879
850;18;24;3.059182103002968
850;19;24;2.9901343419987825
850;19;24;3.0676181469971198
850;19;24;3.0837267309980234
850;20;24;2.9889075429964578
850;20;24;3.0190029299992602
850;20;24;3.0978186759966775
850;21;24;3.0187374130036915
850;21;24;3.291024355996342
850;21;24;3.0674946529979934
850;22;24;3.0207854389955173
850;22;24;3.075456218997715
850;22;24;3.058043370001542
850;23;24;2.98232921899762
850;23;24;3.0360697350042756
850;23;24;3.380131641999469
850;24;24;3.013395854999544
850;24;24;3.0893635579996044
850;24;24;3.091672066002502
850;25;24;3.0211718659993494
850;25;24;3.0633354950041394
850;25;24;3.1417542259951006
850;26;24;3.073422940004093
850;26;24;3.1105018089947407
850;26;24;3.2090781289953156
850;27;24;3.0592991260054987
850;27;24;3.0130821299972013
850;27;24;2.985629255999811
850;28;24;2.9866266240060213
850;28;24;3.020852523994108
850;28;24;3.00975666299928
850;29;24;3.0234636070017586
850;29;24;3.026730482997664
850;29;24;3.1168051719942014
850;30;24;3.0203051939970464
850;30;24;3.1807209249964217
850;30;24;3.1267177459958475
850;31;24;2.9929635520020383
850;31;24;3.0666696109983604
850;31;24;3.052342316004797
850;32;24;3.0143030719991657
850;32;24;3.0513099300005706
850;32;24;3.1242912849993445
850;33;24;3.005802269006381
850;33;24;3.0448104519964545
850;33;24;3.0862227239995264
850;34;24;3.040041997002845
850;34;24;3.009648802006268
850;34;24;3.09283883900207
850;35;24;3.0493791150001925
850;35;24;3.0440243699995335
850;35;24;3.1264027599972906
850;36;24;3.0332949019939406
850;36;24;3.1100532820055378
850;36;24;3.1368784079968464
850;37;24;3.0464607199974125
850;37;24;3.1440726419968996
850;37;24;3.113227251000353
850;38;24;3.0417702999984613
850;38;24;3.0742796049962635
850;38;24;3.0843258469976718
850;39;24;3.0089376749965595
850;39;24;3.123100410004554
850;39;24;3.1277362830005586
850;40;24;3.0660360450056032
850;40;24;3.0554425529990112
850;40;24;3.146145627993974
